259488,370596
264911,415057
259488,423313
259466,126762
260666,124740
260710,259275
259548,128410
260947,482616
264157,9268
259488,370597
259488,370597
259488,370597
268035,161495
259466,410810
263371,157330
266014,469873
260949,124905
259496,429381
263375,369390
259488,370597
259488,370596
260710,296063
261604,370597
259488,205975
260833,379738
260833,150681
259489,366205
260446,404080
259488,442762
259488,11067
259757,369368
259476,451537
259488,430833
259488,442253
260710,296063
259489,475632
267600,141069
259489,4731
259489,415056
265898,308833
259489,410937
259488,109269
266014,313299
266014,72261
259489,367879
259489,417167
264867,7691
259488,430854
259488,381714
259489,271857
259488,422026
261200,440420
259488,381135
261621,323489
259488,470551
259489,442723
259496,429381
259489,378318
259488,357259
259489,295187
268035,55173
259489,211689
259488,339073
261537,381220
259489,376699
259488,370596
259548,410313
259488,367778
260650,4518
268035,14153
268035,161495
259488,367778
261775,303804
259489,381229
259489,386033
259489,410306
263375,369390
259488,137916
259488,370597
259489,11065
259489,317982
264157,9268
259488,145764
268035,14153
259488,370597
259488,365713
259488,357258
259488,370596
259488,370597
259466,400288
259488,370597
260037,447106
259466,222661
259488,378211
259488,207325
260037,383723
259489,448877
268035,14153
259488,4569
259488,370597
261200,57478
266014,356334
259488,444546
259489,107594
259488,442765
259488,370596
261537,381220
259488,222661
259489,431162
259489,11065
259489,164248
266014,137984
267211,369245
261621,323489
259472,328410
266014,356334
259488,366309
266014,326752
261514,415057
259488,311186
266014,33400
263375,369390
260446,73705
262082,16359
260446,411234
261557,19023
260035,314568
259472,102077
259466,439303
259488,381235
259488,370597
267451,454238
261494,369243
259489,307539
259489,382685
259488,382400
261557,157182
259489,366221
261604,302137
266014,159926
259466,410410
266964,271774
259489,471342
261621,323489
259488,137916
259488,370596
259488,370597
259488,95162
259489,259269
259489,259269
259489,204796
259488,442727
259489,250600
259488,89221
268035,55173
259488,11070
259488,4500
259489,449555
265294,253809
259466,454855
259548,443719
259489,132401
267073,201152
268035,161495
259488,382597
262741,307755
267425,364288
259466,431004
268035,161495
262081,396542
259488,431142
268035,55173
259489,255981
267073,259265
259472,102053
259488,204796
259488,16594
259563,97470
259488,442766
259488,432095
259488,127626
266014,78739
264911,207330
259488,222661
260713,404872
259488,150682
259488,454102
266014,65481
265025,145823
259489,204840
259488,307871
260446,381392
259488,400091
259488,400091
259488,366237
259488,137916
264911,307270
259548,259276
268035,161495
259548,409981
260666,124740
268035,14153
259489,147886
260947,482616
259488,11064
259488,150685
259488,353116
265708,259264
259489,112638
268035,55173
261461,1687
259488,259271
260120,4427
261494,369243
265863,134019
260446,365713
260120,5456
260719,443837
264599,396542
260710,296041
259488,6568
262741,307818
259488,254265
263375,369390
260037,238000
265634,370020
259466,307555
259488,370597
259488,370597
259488,370596
259488,370596
268035,55173
265634,370020
259489,866
267160,96813
268040,259262
259488,431160
261537,381220
260992,378105
259488,11070
260833,365548
260004,349000
267451,301755
260459,319815
259488,259271
260035,365313
264911,366221
266014,126047
261537,381220
259466,314331
268035,14153
259489,469797
263239,255294
259466,309103
259488,132442
259488,453479
268035,14153
260037,238000
268035,55173
259489,259271
267451,259265
259489,442785
259488,430949
259488,332604
259489,476513
259488,111660
259488,307871
266014,100676
259488,150685
259489,366221
260035,366359
265863,232134
264911,365843
268035,161495
259488,476501
261621,323489
260035,238000
261494,369243
259489,421028
259489,216368
259488,443173
259488,307270
259488,237141
260992,384237
260446,318587
259489,367914
260833,383239
259488,866
265863,232134
264818,7691
268035,14153
259488,430792
259488,150681
259488,130822
259488,370596
259488,11070
261494,369243
260100,429381
259488,2117
259488,370597
259488,150682
259489,307871
264911,207319
259454,259235
259488,259270
261978,120884
261273,369066
259488,370597
264911,259270
259489,349719
259489,476501
259702,124740
262927,1682
259466,378185
261621,323489
260035,427629
268035,55173
259466,106026
268035,161495
259764,440420
259489,366309
259488,365713
268035,161495
259488,352941
259466,165616
259489,476507
259466,365713
259488,399321
261621,323489
259488,317439
259466,419569
260035,365313
259488,16594
260037,238000
261200,57478
259489,366237
259488,370596
259488,211689
259488,370596
262733,10467
259488,370597
261604,476501
259562,369236
260834,448627
259488,307871
266014,126051
262733,10467
259489,469561
259488,370596
260715,366196
259489,404054
259488,430792
259489,397496
260947,124905
259548,424559
262733,10467
259489,305901
259488,469560
261537,381220
260035,448515
262733,10467
266014,122175
259488,370597
259488,79014
266014,126051
266014,157213
262927,39750
259488,321157
259488,132420
259488,130817
