1531824,1035348
1554903,576152
1077648,1561547
1531823,70455
1937912,1543493
1436441,1554584
1711087,1538934
1532479,2042142
1531823,2210615
1531823,2033546
1531823,690128
536603,1532796
772376,1531716
1538732,749496
1664285,1531824
1538732,559866
1531824,2032768
2029456,1537774
728723,1535562
2332073,1536139
1535850,1251357
375758,1542639
1554693,344298
1531824,2032768
1957579,1558661
1531824,1531177
1531823,2240467
1531823,2139398
687301,1551314
1531824,2196170
1001081,1547983
1531823,2240201
1538239,2219368
1558814,2040378
1559731,92099
1572174,1550778
1463195,1548437
1664323,1531823
1380942,1541775
450704,1531749
381760,1535259
1531823,2330579
1531824,2004772
589630,1532803
1436441,1534028
1531824,2175015
1436441,1547867
1542632,199239
1664283,1531824
1531823,2042142
1647498,1531823
1664248,1531824
1538732,2031104
434154,1531796
1538732,2031104
1436441,1556128
1304652,1558540
1541958,1722367
1549338,67887
1531823,2330585
700503,1553541
1531823,947500
1554903,576152
30417,1535827
1531823,2243833
1793063,1531713
1660975,1531716
1531823,2210414
1546843,2318995
2186607,1532479
131287,1557747
1531824,1531177
1531824,2110637
540224,1533868
1555487,67887
1531823,955994
1169820,1531755
1542878,1123013
260748,1553523
2186960,1555999
1531823,2210111
1672275,1531824
1553428,2330573
1531823,477645
1745604,1542871
1531824,2032252
1553428,1514466
1531823,2128499
2032784,1548056
1531757,2195314
1463247,1543692
1531823,479445
1531823,2059781
1531823,80389
1531823,1531178
1531757,2033449
1531824,2033038
1531824,2319894
761390,1553541
1531823,2330567
1531768,1073395
1533304,529503
1531824,2210261
1531823,2033449
772376,1531713
1539661,534326
1531824,2210929
1531823,2185177
1380942,1533265
1531823,2042142
1532479,2198820
1218469,1551082
1532676,92053
1531823,2173413
1531824,1684412
1559201,43019
1531824,2174681
669157,1541769
1531824,2244179
1543679,2154375
1531823,2042142
1531824,2244178
131355,1532479
1531823,70454
53299,1550537
1531824,2033591
1531824,1531184
1834075,1559952
540583,1553523
1170777,1559613
1436441,1535319
2174794,1543589
1518776,1539729
1436441,1553562
553025,1532479
1562131,2110358
1554903,1531174
1531970,2208393
1455413,1544043
1538732,1195140
1531824,1502719
1531824,1611842
1531823,70452
1436441,1559480
1531823,2330573
493617,1561737
1557131,749317
0,2041074
1531824,2244178
1311637,1540463
538763,1531758
1538732,1573096
569770,1532803
1531824,2032548
2175456,1540772
1948054,1544053
1531823,2210261
1770882,1531823
1531824,562990
1557022,2306885
448206,1553541
1531823,2210493
1436441,1536617
1531824,2210408
1531823,2192941
1533317,482649
1679751,1545726
537638,1531827
526516,1553541
600191,1539750
479822,1540133
1531823,2250536
0,2040523
1538732,749350
1538732,336181
1531824,2195697
146166,1553523
2327463,1539507
1531823,2032548
1531823,523433
1545675,443666
495505,1559529
2400240,1561349
